"";"aluno";"ano.defesa";"programa";"titul";"titul.2";"prazo.dep";"tempo.dep";"tempo.def";"avaliador";"estrato";"estrato.n";"impacto";"impacto.n";"nota.tese";"redacao";"contextualiz";"objetivos";"hip.claras";"originalidade";"metodos";"analises";"resultados";"discussao";"literatura"
"137";2;2011;"Bot";"Mestrado";"Mestrado";36;36.5;38.3666666666667;"Externo";"50%";5;"medio";3;6;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE
"55";149;2011;"Bot";"Mestrado";"Mestrado";36;35.9;37.4333333333333;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"51";184;2011;"Bot";"Mestrado";"Mestrado";36;36.5333333333333;39.4333333333333;"Externo";NA;NA;"nao public";1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"52";184;2011;"Bot";"Mestrado";"Mestrado";36;36.5333333333333;39.4333333333333;"Externo";"25%";3;"medio";3;3;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"166";197;2011;"Bot";"Mestrado";"Mestrado";36;40.7666666666667;42.9333333333333;"Externo";"25%";3;"medio";3;4;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
"57";222;2011;"Bot";"Mestrado";"Mestrado";36;36.2666666666667;37.3666666666667;"Externo";"25%";3;"medio";3;9;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"53";224;2011;"Bot";"Mestrado";"Mestrado";36;35.9;37.6333333333333;"Externo";"50%";5;"baixo";2;8;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"54";224;2011;"Bot";"Mestrado";"Mestrado";36;35.9;37.6333333333333;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"135";227;2011;"Bot";"Mestrado";"Mestrado";36;36.4333333333333;38.8333333333333;"Externo";"50%";5;"medio";3;5;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"136";227;2011;"Bot";"Mestrado";"Mestrado";36;36.4333333333333;38.8333333333333;"Externo";"<50%";4;"nao public";1;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"154";265;2011;"Bot";"Mestrado";"Mestrado";36;30.8666666666667;32.2;"Externo";"50%";5;"medio";3;5;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
"47";290;2011;"Bot";"Mestrado";"Mestrado";36;36.4666666666667;38.3666666666667;"Externo";"50%";5;"baixo";2;2;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"50";302;2011;"Bot";"Mestrado";"Mestrado";36;36.4;39.2666666666667;"Externo";"50%";5;"alto";4;4;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
"151";316;2011;"Bot";"Mestrado";"Mestrado";36;30;31.5333333333333;"Externo";"25%";3;"medio";3;6;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
"48";332;2011;"Bot";"Mestrado";"Mestrado";36;36.5333333333333;38.7;"Externo";"25%";3;"medio";3;5;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"49";332;2011;"Bot";"Mestrado";"Mestrado";36;36.5333333333333;38.7;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"161";32;2011;"Bot";"Doutorado";"Doutorado";48;48.7;51.6;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"162";32;2011;"Bot";"Doutorado";"Doutorado";48;48.7;51.6;"Externo";"50%";5;"medio";3;4;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
"147";64;2011;"Bot";"Doutorado";"Doutorado";48;48.6666666666667;51;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"148";64;2011;"Bot";"Doutorado";"Doutorado";48;48.6666666666667;51;"Externo";"25%";3;"alto";4;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"133";79;2011;"Bot";"Doutorado";"Doutorado";NA;NA;NA;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"134";79;2011;"Bot";"Doutorado";"Doutorado";NA;NA;NA;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"189";103;2011;"Bot";"Doutorado";"Doutorado";48;48.4333333333333;49.1333333333333;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE
"190";103;2011;"Bot";"Doutorado";"Doutorado";48;48.4333333333333;49.1333333333333;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
"191";103;2011;"Bot";"Doutorado";"Doutorado";48;48.4333333333333;49.1333333333333;"Externo";"25%";3;"alto";4;7;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"41";122;2011;"Bot";"Doutorado";"Doutorado";48;47.6;48.2333333333333;"Externo";"50%";5;"alto";4;4;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"42";122;2011;"Bot";"Doutorado";"Doutorado";48;47.6;48.2333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"43";122;2011;"Bot";"Doutorado";"Doutorado";48;47.6;48.2333333333333;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"192";232;2011;"Bot";"Doutorado";"Doutorado";48;52.3666666666667;53.3;"Externo";"50%";5;"alto";4;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"193";232;2011;"Bot";"Doutorado";"Doutorado";48;52.3666666666667;53.3;"Externo";"25%";3;"medio";3;6;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE
"204";232;2011;"Bot";"Doutorado";"Doutorado";48;52.3666666666667;53.3;"Externo";"25%";3;"medio";3;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
"44";308;2011;"Bot";"Doutorado";"Doutorado";48;66.5;68.0333333333333;"Externo";"50%";5;"medio";3;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"45";308;2011;"Bot";"Doutorado";"Doutorado";48;66.5;68.0333333333333;"Externo";"<50%";4;"medio";3;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"46";308;2011;"Bot";"Doutorado";"Doutorado";48;66.5;68.0333333333333;"Externo";"<50%";4;"medio";3;6;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE
"180";324;2011;"Bot";"Doutorado";"Doutorado";48;51.4666666666667;53.2;"Externo";"25%";3;"alto";4;5;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE
"181";324;2011;"Bot";"Doutorado";"Doutorado";48;51.4666666666667;53.2;"Externo";"25%";3;"alto";4;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"182";324;2011;"Bot";"Doutorado";"Doutorado";48;51.4666666666667;53.2;"Externo";"25%";3;"alto";4;6;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"56";345;2011;"Bot";"Doutorado direto";"Doutorado";60;47.9666666666667;49.4333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"77";55;2011;"Eco";"Mestrado";"Mestrado";30;29.6333333333333;30.4333333333333;"Externo";"50%";5;"medio";3;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"178";56;2011;"Eco";"Mestrado";"Mestrado";30;31.3666666666667;33.9333333333333;"Externo";"25%";3;"medio";3;6;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE
"179";56;2011;"Eco";"Mestrado";"Mestrado";30;31.3666666666667;33.9333333333333;"Externo";"25%";3;"medio";3;3;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"72";114;2011;"Eco";"Mestrado";"Mestrado";30;26.3;27.5;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"73";114;2011;"Eco";"Mestrado";"Mestrado";30;26.3;27.5;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"62";121;2011;"Eco";"Mestrado";"Mestrado";30;28.2;30.5666666666667;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"63";121;2011;"Eco";"Mestrado";"Mestrado";30;28.2;30.5666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"69";138;2011;"Eco";"Mestrado";"Mestrado";30;36.4;38.3;"Externo";"50%";5;"medio";3;2;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
"70";138;2011;"Eco";"Mestrado";"Mestrado";30;36.4;38.3;"Externo";"<50%";4;"nao public";1;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"197";162;2011;"Eco";"Mestrado";"Mestrado";30;32.8666666666667;34.2333333333333;"Externo";"25%";3;"medio";3;5;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"64";175;2011;"Eco";"Mestrado";"Mestrado";30;33.4;35.4333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"37";209;2011;"Eco";"Mestrado";"Mestrado";30;30.3666666666667;31.8333333333333;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"163";212;2011;"Eco";"Mestrado";"Mestrado";30;31.0333333333333;32.4333333333333;"Externo";"50%";5;"medio";3;4;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE
"68";216;2011;"Eco";"Mestrado";"Mestrado";30;33.4;37.7666666666667;"Externo";"50%";5;"alto";4;2;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"203";219;2011;"Eco";"Mestrado";"Mestrado";30;31.9666666666667;34.8;"Externo";NA;NA;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"78";228;2011;"Eco";"Mestrado";"Mestrado";30;30.3333333333333;31.3;"Externo";"10%";2;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
"79";228;2011;"Eco";"Mestrado";"Mestrado";30;30.3333333333333;31.3;"Externo";"50%";5;"medio";3;5;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"82";268;2011;"Eco";"Mestrado";"Mestrado";30;28.3;31.1;"Externo";"10%";2;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"172";271;2011;"Eco";"Mestrado";"Mestrado";30;26.5;28.5666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"173";271;2011;"Eco";"Mestrado";"Mestrado";30;26.5;28.5666666666667;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
"153";279;2011;"Eco";"Mestrado";"Mestrado";30;30.3666666666667;32.3333333333333;"Externo";"10%";2;"alto";4;7;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
"74";341;2011;"Eco";"Mestrado";"Mestrado";30;26.1333333333333;27.8;"Externo";NA;NA;NA;NA;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"65";63;2011;"Eco";"Doutorado";"Doutorado";48;48.1;49.2;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"66";63;2011;"Eco";"Doutorado";"Doutorado";48;48.1;49.2;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"67";63;2011;"Eco";"Doutorado";"Doutorado";48;48.1;49.2;"Externo";"10%";2;"alto";4;5;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"75";133;2011;"Eco";"Doutorado";"Doutorado";48;50.6666666666667;52.7333333333333;"Externo";"25%";3;"medio";3;5;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
"76";133;2011;"Eco";"Doutorado";"Doutorado";48;50.6666666666667;52.7333333333333;"Externo";"50%";5;"medio";3;5;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"202";195;2011;"Eco";"Doutorado";"Doutorado";48;48.3333333333333;50.0666666666667;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"80";246;2011;"Eco";"Doutorado";"Doutorado";48;51.6;54.3666666666667;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"81";246;2011;"Eco";"Doutorado";"Doutorado";48;51.6;54.3666666666667;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"58";252;2011;"Eco";"Doutorado";"Doutorado";48;48.7;50.2333333333333;"Externo";"25%";3;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"59";252;2011;"Eco";"Doutorado";"Doutorado";48;48.7;50.2333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"60";252;2011;"Eco";"Doutorado";"Doutorado";48;48.7;50.2333333333333;"Externo";"10%";2;"alto";4;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"61";252;2011;"Eco";"Doutorado";"Doutorado";48;48.7;50.2333333333333;"Externo";"25%";3;"medio";3;5;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
"138";272;2011;"Eco";"Doutorado direto";"Doutorado";NA;60.7666666666667;62.4333333333333;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"139";272;2011;"Eco";"Doutorado direto";"Doutorado";NA;60.7666666666667;62.4333333333333;"Externo";"10%";2;"alto";4;9;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"140";272;2011;"Eco";"Doutorado direto";"Doutorado";NA;60.7666666666667;62.4333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"158";44;2011;"Fis";"Mestrado";"Mestrado";36;28.4;29.8333333333333;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"159";44;2011;"Fis";"Mestrado";"Mestrado";36;28.4;29.8333333333333;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"84";46;2011;"Fis";"Mestrado";"Mestrado";36;40.4333333333333;43.5666666666667;"Externo";"50%";5;"medio";3;8;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"160";69;2011;"Fis";"Mestrado";"Mestrado";36;36.9666666666667;39.5666666666667;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"141";88;2011;"Fis";"Mestrado";"Mestrado";36;36.4;38.8666666666667;"Externo";"50%";5;"medio";3;8;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"196";99;2011;"Fis";"Mestrado";"Mestrado";36;33.8333333333333;35.5;"Externo";"50%";5;"medio";3;4;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"174";117;2011;"Fis";"Mestrado";"Mestrado";36;36.5;38.9333333333333;"Externo";NA;NA;"baixo";2;7;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
"90";142;2011;"Fis";"Mestrado";"Mestrado";36;26.9;27.9333333333333;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"91";142;2011;"Fis";"Mestrado";"Mestrado";36;26.9;27.9333333333333;"Externo";NA;NA;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"83";151;2011;"Fis";"Mestrado";"Mestrado";36;34.7;36.0666666666667;"Externo";"25%";3;"medio";3;5;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"170";163;2011;"Fis";"Mestrado";"Mestrado";36;36.1;36.5666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"171";163;2011;"Fis";"Mestrado";"Mestrado";36;36.1;36.5666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"85";165;2011;"Fis";"Mestrado";"Mestrado";36;29.4333333333333;31.3666666666667;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"86";165;2011;"Fis";"Mestrado";"Mestrado";36;29.4333333333333;31.3666666666667;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"89";176;2011;"Fis";"Mestrado";"Mestrado";36;27.1;28.9666666666667;"Externo";"50%";5;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"145";253;2011;"Fis";"Mestrado";"Mestrado";36;34.0333333333333;35.2;"Externo";"50%";5;"alto";4;4;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"169";270;2011;"Fis";"Mestrado";"Mestrado";36;33.0333333333333;34.3;"Externo";"25%";3;"alto";4;5;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
"103";311;2011;"Fis";"Mestrado";"Mestrado";36;24.8;25.6333333333333;"Externo";"10%";2;NA;NA;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"100";348;2011;"Fis";"Mestrado";"Mestrado";36;24.3;25.9333333333333;"Externo";"50%";5;"medio";3;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"104";120;2011;"Fis";"Doutorado";"Doutorado";48;49.8;51.4333333333333;"Externo";"10%";2;"alto";4;7;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"106";192;2011;"Fis";"Doutorado";"Doutorado";48;49.7;51.4333333333333;"Externo";"50%";5;"alto";4;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"107";193;2011;"Fis";"Doutorado";"Doutorado";48;46.0333333333333;47.4666666666667;"Externo";"10%";2;"medio";3;3;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"108";193;2011;"Fis";"Doutorado";"Doutorado";48;46.0333333333333;47.4666666666667;"Externo";"10%";2;"medio";3;4;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
"87";263;2011;"Fis";"Doutorado";"Doutorado";48;51.5666666666667;53.2666666666667;"Externo";"50%";5;"medio";3;8;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
"88";263;2011;"Fis";"Doutorado";"Doutorado";48;51.5666666666667;53.2666666666667;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"92";305;2011;"Fis";"Doutorado";"Doutorado";48;48.5;50.1;"Externo";"25%";3;"medio";3;7;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"93";305;2011;"Fis";"Doutorado";"Doutorado";48;48.5;50.1;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"94";305;2011;"Fis";"Doutorado";"Doutorado";48;48.5;50.1;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"98";328;2011;"Fis";"Doutorado";"Doutorado";48;51.7333333333333;53.9333333333333;"Externo";"50%";5;"medio";3;6;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"99";328;2011;"Fis";"Doutorado";"Doutorado";48;51.7333333333333;53.9333333333333;"Externo";"50%";5;NA;NA;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"101";126;2011;"Fis";"Doutorado direto";"Doutorado";60;62.7333333333333;64.9;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"102";126;2011;"Fis";"Doutorado direto";"Doutorado";60;62.7333333333333;64.9;"Externo";NA;NA;NA;NA;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
"95";256;2011;"Fis";"Doutorado direto";"Doutorado";60;64.7333333333333;66.1333333333333;"Externo";"25%";3;"medio";3;4;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"96";256;2011;"Fis";"Doutorado direto";"Doutorado";60;64.7333333333333;66.1333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"97";256;2011;"Fis";"Doutorado direto";"Doutorado";60;64.7333333333333;66.1333333333333;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"23";15;2011;"Gen";"Mestrado";"Mestrado";36;36.1666666666667;37.7;"Externo";"25%";3;"baixo";2;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"164";229;2011;"Gen";"Mestrado";"Mestrado";36;30.9666666666667;32.8;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"26";234;2011;"Gen";"Mestrado";"Mestrado";36;36.2333333333333;39.0333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"198";273;2011;"Gen";"Mestrado";"Mestrado";36;36.4333333333333;38.2666666666667;"Externo";"50%";5;"baixo";2;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"31";303;2011;"Gen";"Mestrado";"Mestrado";36;32.1333333333333;34;"Externo";"25%";3;NA;NA;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"30";329;2011;"Gen";"Mestrado";"Mestrado";36;36.3666666666667;38.7;"Externo";"<50%";4;"medio";3;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"27";339;2011;"Gen";"Mestrado";"Mestrado";36;36.4333333333333;39.0333333333333;"Externo";"25%";3;"alto";4;6;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE
"40";349;2011;"Gen";"Mestrado";"Mestrado";36;29.1666666666667;31.2333333333333;"Externo";"10%";2;"medio";3;4;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"38";6;2011;"Gen";"Doutorado";"Doutorado";48;51.8;54.6;"Externo";"50%";5;"alto";4;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"39";6;2011;"Gen";"Doutorado";"Doutorado";48;51.8;54.6;"Externo";"<50%";4;"baixo";2;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"19";33;2011;"Gen";"Doutorado";"Doutorado";48;52.3666666666667;55.7666666666667;"Externo";"50%";5;"alto";4;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"20";33;2011;"Gen";"Doutorado";"Doutorado";48;52.3666666666667;55.7666666666667;"Externo";"50%";5;"medio";3;7;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"21";33;2011;"Gen";"Doutorado";"Doutorado";48;52.3666666666667;55.7666666666667;"Externo";"25%";3;"medio";3;7;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"22";33;2011;"Gen";"Doutorado";"Doutorado";48;52.3666666666667;55.7666666666667;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
