"";"aluno";"ano.defesa";"programa";"titul";"titul.2";"prazo.dep";"tempo.dep";"tempo.def";"avaliador";"estrato";"estrato.n";"impacto";"impacto.n";"nota.tese";"redacao";"contextualiz";"objetivos";"hip.claras";"originalidade";"metodos";"analises";"resultados";"discussao";"literatura"
"219";198;2012;"Zoo";"Mestrado";"Mestrado";26;27.4;31;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"227";220;2012;"Zoo";"Mestrado";"Mestrado";36;36.3333333333333;38.4;"Externo";"25%";3;"alto";4;4;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"410";230;2012;"Zoo";"Mestrado";"Mestrado";26;26.1;27.2333333333333;"Externo";"10%";2;"alto";4;4;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE
"411";230;2012;"Zoo";"Mestrado";"Mestrado";26;26.1;27.2333333333333;"Externo";"50%";5;"alto";4;6;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE
"311";237;2012;"Zoo";"Mestrado";"Mestrado";26;27.3;30.0333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"291";238;2012;"Zoo";"Mestrado";"Mestrado";26;24.3333333333333;25.6333333333333;"Externo";"<50%";4;"medio";3;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"292";238;2012;"Zoo";"Mestrado";"Mestrado";26;24.3333333333333;25.6333333333333;"Externo";"<50%";4;"nao public";1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"338";266;2012;"Zoo";"Mestrado";"Mestrado";26;26.3333333333333;28.1;"Externo";"50%";5;"medio";3;7;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"211";296;2012;"Zoo";"Mestrado";"Mestrado";26;29.3666666666667;31.1;"Externo";"50%";5;"medio";3;5;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE
"348";343;2012;"Zoo";"Mestrado";"Mestrado";26;26.3333333333333;28.2666666666667;"Externo";"50%";5;"medio";3;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"349";343;2012;"Zoo";"Mestrado";"Mestrado";26;26.3333333333333;28.2666666666667;"Externo";"<50%";4;"baixo";2;5;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE
"295";34;2012;"Zoo";"Doutorado";"Doutorado";48;48.5333333333333;50.4;"Externo";"50%";5;"medio";3;4;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"296";34;2012;"Zoo";"Doutorado";"Doutorado";48;48.5333333333333;50.4;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE
"309";68;2012;"Zoo";"Doutorado";"Doutorado";48;48.5333333333333;50.9;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"310";68;2012;"Zoo";"Doutorado";"Doutorado";48;48.5333333333333;50.9;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"407";70;2012;"Zoo";"Doutorado";"Doutorado";48;48.7;52.2666666666667;"Externo";"50%";5;"alto";4;6;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
"408";70;2012;"Zoo";"Doutorado";"Doutorado";48;48.7;52.2666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"409";70;2012;"Zoo";"Doutorado";"Doutorado";48;48.7;52.2666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"339";77;2012;"Zoo";"Doutorado";"Doutorado";48;48.7;51.1;"Externo";"50%";5;"medio";3;2;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"340";77;2012;"Zoo";"Doutorado";"Doutorado";48;48.7;51.1;"Externo";"25%";3;"medio";3;6;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"341";77;2012;"Zoo";"Doutorado";"Doutorado";48;48.7;51.1;"Externo";"50%";5;"medio";3;6;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"237";78;2012;"Zoo";"Doutorado";"Doutorado";48;48.5666666666667;50.7;"Externo";NA;NA;"alto";4;5;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"238";78;2012;"Zoo";"Doutorado";"Doutorado";48;48.5666666666667;50.7;"Externo";NA;NA;"alto";4;2;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"208";81;2012;"Zoo";"Doutorado";"Doutorado";48;49.6666666666667;52.3333333333333;"Externo";"25%";3;"alto";4;7;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"392";128;2012;"Zoo";"Doutorado";"Doutorado";48;46.7333333333333;48.7;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE
"393";128;2012;"Zoo";"Doutorado";"Doutorado";48;46.7333333333333;48.7;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"394";128;2012;"Zoo";"Doutorado";"Doutorado";48;46.7333333333333;48.7;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"395";128;2012;"Zoo";"Doutorado";"Doutorado";48;46.7333333333333;48.7;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"260";130;2012;"Zoo";"Doutorado";"Doutorado";48;51.1666666666667;53.2333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"261";130;2012;"Zoo";"Doutorado";"Doutorado";48;51.1666666666667;53.2333333333333;"Externo";"10%";2;"alto";4;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"262";130;2012;"Zoo";"Doutorado";"Doutorado";48;51.1666666666667;53.2333333333333;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"220";269;2012;"Zoo";"Doutorado";"Doutorado";48;50.6;54;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"221";269;2012;"Zoo";"Doutorado";"Doutorado";48;50.6;54;"Externo";"50%";5;"medio";3;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"222";269;2012;"Zoo";"Doutorado";"Doutorado";48;50.6;54;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"390";284;2012;"Zoo";"Doutorado";"Doutorado";48;51.8666666666667;52.5;"Externo";NA;NA;"medio";3;3;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE
"391";284;2012;"Zoo";"Doutorado";"Doutorado";48;51.8666666666667;52.5;"Externo";"25%";3;"alto";4;2;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"399";306;2012;"Zoo";"Doutorado";"Doutorado";48;52.7;55.0333333333333;"Externo";"25%";3;NA;NA;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"400";306;2012;"Zoo";"Doutorado";"Doutorado";48;52.7;55.0333333333333;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"307";312;2012;"Zoo";"Doutorado";"Doutorado";48;48.8;49.9666666666667;"Externo";"25%";3;"medio";3;5;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"308";312;2012;"Zoo";"Doutorado";"Doutorado";48;48.8;49.9666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"421";29;2013;"Bot";"Mestrado";"Mestrado";36;34.1;36.3666666666667;"Orientador";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"422";29;2013;"Bot";"Mestrado";"Mestrado";36;34.1;36.3666666666667;"Interno";NA;NA;"medio";3;3;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"423";29;2013;"Bot";"Mestrado";"Mestrado";36;34.1;36.3666666666667;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"691";45;2013;"Bot";"Mestrado";"Mestrado";36;27.2333333333333;28.7666666666667;"Orientador";"<50%";4;"baixo";2;4;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE
"692";45;2013;"Bot";"Mestrado";"Mestrado";36;27.2333333333333;28.7666666666667;"Externo";NA;NA;"baixo";2;6;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"693";45;2013;"Bot";"Mestrado";"Mestrado";36;27.2333333333333;28.7666666666667;"Interno";"25%";3;"baixo";2;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"764";48;2013;"Bot";"Mestrado";"Mestrado";36;28.3;29.4;"Externo";"50%";5;"medio";3;8;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"765";48;2013;"Bot";"Mestrado";"Mestrado";36;28.3;29.4;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"766";48;2013;"Bot";"Mestrado";"Mestrado";36;28.3;29.4;"Orientador";"25%";3;"medio";3;3;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"515";125;2013;"Bot";"Mestrado";"Mestrado";36;35.5333333333333;37.1;"Orientador";"25%";3;"medio";3;7;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"516";125;2013;"Bot";"Mestrado";"Mestrado";36;35.5333333333333;37.1;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"517";125;2013;"Bot";"Mestrado";"Mestrado";36;35.5333333333333;37.1;"Interno";"50%";5;"alto";4;8;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE
"413";137;2013;"Bot";"Mestrado";"Mestrado";36;28;30.8;"Orientador";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"414";137;2013;"Bot";"Mestrado";"Mestrado";36;28;30.8;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"415";137;2013;"Bot";"Mestrado";"Mestrado";36;28;30.8;"Externo";"10%";2;"alto";4;9;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"772";143;2013;"Bot";"Mestrado";"Mestrado";36;25.1666666666667;26.2;"Orientador";NA;NA;NA;NA;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"773";143;2013;"Bot";"Mestrado";"Mestrado";36;25.1666666666667;26.2;"Interno";"25%";3;"medio";3;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"774";143;2013;"Bot";"Mestrado";"Mestrado";36;25.1666666666667;26.2;"Externo";"50%";5;"medio";3;3;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
"707";158;2013;"Bot";"Mestrado";"Mestrado";36;26.1333333333333;27.1;"Orientador";"10%";2;"alto";4;5;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
"708";158;2013;"Bot";"Mestrado";"Mestrado";36;26.1333333333333;27.1;"Externo";"50%";5;"medio";3;5;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"709";158;2013;"Bot";"Mestrado";"Mestrado";36;26.1333333333333;27.1;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"649";174;2013;"Bot";"Mestrado";"Mestrado";36;27.9;28.5666666666667;"Externo";"10%";2;"alto";4;9;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"650";174;2013;"Bot";"Mestrado";"Mestrado";36;27.9;28.5666666666667;"Interno";"50%";5;"alto";4;7;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
"651";174;2013;"Bot";"Mestrado";"Mestrado";36;27.9;28.5666666666667;"Orientador";"10%";2;"alto";4;5;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"742";214;2013;"Bot";"Mestrado";"Mestrado";36;29.0333333333333;30.5666666666667;"Orientador";"50%";5;"alto";4;3;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE
"743";214;2013;"Bot";"Mestrado";"Mestrado";36;29.0333333333333;30.5666666666667;"Externo";"50%";5;"medio";3;6;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
"744";214;2013;"Bot";"Mestrado";"Mestrado";36;29.0333333333333;30.5666666666667;"Externo";"50%";5;"medio";3;8;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
"731";223;2013;"Bot";"Mestrado";"Mestrado";36;36.5333333333333;37.7333333333333;"Orientador";"50%";5;"medio";3;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"732";223;2013;"Bot";"Mestrado";"Mestrado";36;36.5333333333333;37.7333333333333;"Externo";"25%";3;"medio";3;9;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"733";223;2013;"Bot";"Mestrado";"Mestrado";36;36.5333333333333;37.7333333333333;"Interno";"50%";5;"medio";3;7;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"788";235;2013;"Bot";"Mestrado";"Mestrado";36;36.5;38.9666666666667;"Orientador";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"789";235;2013;"Bot";"Mestrado";"Mestrado";36;36.5;38.9666666666667;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"790";235;2013;"Bot";"Mestrado";"Mestrado";36;36.5;38.9666666666667;"Externo";"25%";3;"medio";3;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"531";250;2013;"Bot";"Mestrado";"Mestrado";36;36.1666666666667;37.6;"Orientador";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"532";250;2013;"Bot";"Mestrado";"Mestrado";36;36.1666666666667;37.6;"Externo";NA;NA;"baixo";2;8;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
"533";250;2013;"Bot";"Mestrado";"Mestrado";36;36.1666666666667;37.6;"Interno";"50%";5;"medio";3;6;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"728";276;2013;"Bot";"Mestrado";"Mestrado";36;24.9333333333333;28.2;"Orientador";"25%";3;"alto";4;9;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
"729";276;2013;"Bot";"Mestrado";"Mestrado";36;24.9333333333333;28.2;"Interno";"25%";3;"alto";4;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"730";276;2013;"Bot";"Mestrado";"Mestrado";36;24.9333333333333;28.2;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"523";301;2013;"Bot";"Mestrado";"Mestrado";36;29.2666666666667;31.2666666666667;"Externo";"10%";2;"alto";4;6;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"524";301;2013;"Bot";"Mestrado";"Mestrado";36;29.2666666666667;31.2666666666667;"Externo";"50%";5;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"471";334;2013;"Bot";"Mestrado";"Mestrado";36;34.8333333333333;37.7666666666667;"Interno";"50%";5;"medio";3;7;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE
"472";334;2013;"Bot";"Mestrado";"Mestrado";36;34.8333333333333;37.7666666666667;"Orientador";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"473";334;2013;"Bot";"Mestrado";"Mestrado";36;34.8333333333333;37.7666666666667;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"710";335;2013;"Bot";"Mestrado";"Mestrado";36;35.7;37.2333333333333;"Externo";"25%";3;"alto";4;4;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"711";335;2013;"Bot";"Mestrado";"Mestrado";36;35.7;37.2333333333333;"Orientador";"50%";5;"medio";3;7;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"712";335;2013;"Bot";"Mestrado";"Mestrado";36;35.7;37.2333333333333;"Interno";"25%";3;NA;NA;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"433";344;2013;"Bot";"Mestrado";"Mestrado";36;28.9333333333333;31.1666666666667;"Externo";"50%";5;"alto";4;7;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE
"434";344;2013;"Bot";"Mestrado";"Mestrado";36;28.9333333333333;31.1666666666667;"Interno";"50%";5;"medio";3;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
"435";344;2013;"Bot";"Mestrado";"Mestrado";36;28.9333333333333;31.1666666666667;"Orientador";NA;NA;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"467";7;2013;"Bot";"Doutorado";"Doutorado";48;48.7;49.9666666666667;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"468";7;2013;"Bot";"Doutorado";"Doutorado";48;48.7;49.9666666666667;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"469";7;2013;"Bot";"Doutorado";"Doutorado";48;48.7;49.9666666666667;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"470";7;2013;"Bot";"Doutorado";"Doutorado";48;48.7;49.9666666666667;"Orientador";"50%";5;"medio";3;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"429";160;2013;"Bot";"Doutorado";"Doutorado";48;49.6333333333333;52.2;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"430";160;2013;"Bot";"Doutorado";"Doutorado";48;49.6333333333333;52.2;"Interno";"50%";5;"medio";3;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"431";160;2013;"Bot";"Doutorado";"Doutorado";48;49.6333333333333;52.2;"Externo";"50%";5;"alto";4;7;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"432";160;2013;"Bot";"Doutorado";"Doutorado";48;49.6333333333333;52.2;"Externo";"50%";5;"alto";4;7;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
"767";261;2013;"Bot";"Doutorado";"Doutorado";48;53.8666666666667;56.0666666666667;"Orientador";"10%";2;"alto";4;8;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"768";261;2013;"Bot";"Doutorado";"Doutorado";48;53.8666666666667;56.0666666666667;"Interno";"50%";5;"alto";4;6;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE
"769";261;2013;"Bot";"Doutorado";"Doutorado";48;53.8666666666667;56.0666666666667;"Externo";"10%";2;"alto";4;8;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE
"770";261;2013;"Bot";"Doutorado";"Doutorado";48;53.8666666666667;56.0666666666667;"Interno";"50%";5;"alto";4;8;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"771";261;2013;"Bot";"Doutorado";"Doutorado";48;53.8666666666667;56.0666666666667;"Externo";"50%";5;"alto";4;4;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
"575";300;2013;"Bot";"Doutorado";"Doutorado";48;47.5666666666667;48.3333333333333;"Interno";"<50%";4;"medio";3;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"576";300;2013;"Bot";"Doutorado";"Doutorado";48;47.5666666666667;48.3333333333333;"Orientador";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"577";300;2013;"Bot";"Doutorado";"Doutorado";48;47.5666666666667;48.3333333333333;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"578";300;2013;"Bot";"Doutorado";"Doutorado";48;47.5666666666667;48.3333333333333;"Externo";"50%";5;"alto";4;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"579";300;2013;"Bot";"Doutorado";"Doutorado";48;47.5666666666667;48.3333333333333;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"560";12;2013;"Bot";"Doutorado direto";"Doutorado";60;59.5333333333333;61.9;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"561";12;2013;"Bot";"Doutorado direto";"Doutorado";60;59.5333333333333;61.9;"Interno";"25%";3;"alto";4;7;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"562";12;2013;"Bot";"Doutorado direto";"Doutorado";60;59.5333333333333;61.9;"Externo";"10%";2;"alto";4;7;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
"563";12;2013;"Bot";"Doutorado direto";"Doutorado";60;59.5333333333333;61.9;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"564";12;2013;"Bot";"Doutorado direto";"Doutorado";60;59.5333333333333;61.9;"Orientador";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"479";59;2013;"Bot";"Doutorado direto";"Doutorado";60;50.6333333333333;52.2333333333333;"Orientador";"<50%";4;"medio";3;2;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"480";59;2013;"Bot";"Doutorado direto";"Doutorado";60;50.6333333333333;52.2333333333333;"Interno";"50%";5;"alto";4;5;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"481";59;2013;"Bot";"Doutorado direto";"Doutorado";60;50.6333333333333;52.2333333333333;"Externo";"25%";3;"alto";4;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
"482";59;2013;"Bot";"Doutorado direto";"Doutorado";60;50.6333333333333;52.2333333333333;"Externo";"25%";3;"alto";4;7;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"496";59;2013;"Bot";"Doutorado direto";"Doutorado";60;50.6333333333333;52.2333333333333;"Interno";"50%";5;"medio";3;4;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
"582";58;2013;"Eco";"Mestrado";"Mestrado";28;28.4666666666667;29.0333333333333;"Externo";"10%";2;"alto";4;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"583";58;2013;"Eco";"Mestrado";"Mestrado";28;28.4666666666667;29.0333333333333;"Orientador";"<50%";4;"alto";4;3;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"584";58;2013;"Eco";"Mestrado";"Mestrado";28;28.4666666666667;29.0333333333333;"Externo";"25%";3;"alto";4;5;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"659";67;2013;"Eco";"Mestrado";"Mestrado";28;28.3666666666667;30.4666666666667;"Orientador";"50%";5;"medio";3;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"660";67;2013;"Eco";"Mestrado";"Mestrado";28;28.3666666666667;30.4666666666667;"Interno";"25%";3;"alto";4;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"661";67;2013;"Eco";"Mestrado";"Mestrado";28;28.3666666666667;30.4666666666667;"Externo";"<50%";4;NA;NA;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
